Date,Headline,Sentiment,URL
12/9/17,Lightning: The Bitcoin Scaling Tech You Really Should Know,1,https://www.coindesk.com/lightning-bitcoin-scaling-tech-really-know/
12/8/17,Major Gold Dealer APMEX Begins Accepting Bitcoin,2,https://www.coindesk.com/major-gold-dealer-apmex-begins-accepting-bitcoin/
12/8/17,Australian Finance Watchdog to Monitor Bitcoin Exchanges,2,https://www.coindesk.com/australian-finance-watchdog-to-monitor-bitcoin-exchanges/
12/8/17,Bitcoin Dips Below $15k on Weak Afternoon Trading,-2,https://www.coindesk.com/bitcoin-dips-15k-weak-afternoon-trading/
12/8/17,Correction Coming? Bitcoin Retreats After $17k High,-2,https://www.coindesk.com/correction-coming-bitcoin-prices-retreat-after-spike-to-17000/
12/8/17,Bitcoin Prices Spark Demand for Washington's Cheap Electricity,0,https://www.coindesk.com/high-bitcoin-prices-spiking-demand-for-washingtons-cheap-electricity/
12/8/17,"Huobi, SBI Announce Plan for Japanese Bitcoin Exchanges",2,https://www.coindesk.com/huobi-sbi-announce-plan-japanese-bitcoin-exchanges/
12/8/17,The Threat of Bitcoin Futures,-2,https://www.coindesk.com/threat-bitcoin-futures/
12/8/17,Report: Bitcoin Derivatives Banned By South Korean Government,-2,https://www.coindesk.com/report-bitcoin-derivatives-banned-south-korean-government/
12/7/17,NiceHash CEO Confirms Bitcoin Theft Worth $78 Million,-2,https://www.coindesk.com/nicehash-ceo-confirms-bitcoin-theft-worth-78-million/
12/7/17,The Bulgarian Government Is Sitting on $3 Billion in Bitcoin,1,https://www.coindesk.com/bulgarian-government-sitting-3-billion-bitcoin/
12/7/17,"As Bitcoin Soars, Prices Diverge Wildly Across Exchanges",1,https://www.coindesk.com/bitcoin-soars-prices-diverge-wildly-across-exchanges/
12/7/17,Futures Industry Association Blasts New Bitcoin Derivatives,-2,https://www.coindesk.com/futures-industry-association-blasts-new-bitcoin-derivatives/
12/7/17,"$15,000: Is There a Limit to Bitcoin's Meteoric Rally?",2,https://www.coindesk.com/15000-and-counting-is-there-a-limit-to-bitcoins-meteoric-rally/
12/7/17,Greenspan Likens 'Irrational' Bitcoin to Revolutionary War Currency,-2,https://www.coindesk.com/greenspan-likens-irrational-bitcoin-to-revolutionary-war-currency/
12/7/17,Steam Drops Bitcoin Payments Citing High Fees and Price Volatility,-2,https://www.coindesk.com/steam-drops-bitcoin-payments-citing-high-fees-price-volatility/
12/7/17,Bitcoin Up $2k on Day as Market Nears $400 Billion,2,https://www.coindesk.com/bitcoin-2k-24-hours-crypto-market-nears-400-billion/
12/6/17,Bitcoin's Price Passes $13k in New All-Time High,2,https://www.coindesk.com/bitcoins-price-climbs-above-13000-to-reach-new-all-time-high/
12/6/17,$10k in Bitcoin for 10 Years? Ron Paul Fans Pick Crypto Over Gold,2,https://www.coindesk.com/10k-bitcoin-10-years-ron-paul-fans-pick-crypto-gold/
12/6/17,Naval Ravikant: Bitcoin Solves 'Money Problems',2,https://www.coindesk.com/angellists-naval-ravikant-token-summit-bitcoin-solves-money-problems/
12/6/17,Lightning At Last? Bitcoin Scaling Layer Almost Ready,1,https://www.coindesk.com/lightning-last-test-shows-bitcoin-scaling-solution-almost-ready/
12/6/17,"Mexican Lawmakers Advance Bill to Regulate Bitcoin, Fintech Firms",-1,https://www.coindesk.com/mexican-lawmakers-advance-bill-regulate-bitcoin-fintech-firms/
12/6/17,"Bitcoin's Price Just Jumped $1,000 in 24 Hours",2,https://www.coindesk.com/12795-bitcoins-price-just-gained-1000-24-hours/
12/6/17,Indonesia's Central Bank Mulls Bitcoin Payments Ban,1,https://www.coindesk.com/indonesias-central-bank-mulls-bitcoin-payments-ban/
12/6/17,India's Central Bank Sounds the Alarm (Again) on Bitcoin,-2,https://www.coindesk.com/indias-central-bank-sounds-alarm-bitcoin/
12/6/17,"$12,000 and Rising: Bitcoin's Price Hits New All-Time High",2,https://www.coindesk.com/12000-rising-bitcoins-price-hits-new-time-high/
12/5/17,'All-You-Can-Fly' Airline Begins Accepting Bitcoin and Ether,2,https://www.coindesk.com/can-fly-airline-begins-accepting-bitcoin-ether/
12/5/17,Tokyo Financial Exchange Planning Bitcoin Futures Launch,2,https://www.coindesk.com/tokyo-financial-exchange-planning-bitcoin-futures-launch/
12/5/17,Detroit Bitcoin Trader Gets Jail Time for Unlicensed Money Business,-2,https://www.coindesk.com/detroit-bitcoin-trader-gets-jail-time-for-unlicensed-money-business/
12/5/17,"Overbought? Bitcoin Eyes $12k, But Correction Possible",-2,https://www.coindesk.com/adrenaline-rush-over-bitcoin-eyes-12000-but-correction-possible/
12/5/17,PayPal's Max Levchin: Blockchain 'Brilliant' But Undecided on Bitcoin,0,https://www.coindesk.com/paypals-max-levchin-blockchain-is-brilliant-but-im-undecided-on-bitcoin/
12/5/17,Bitcoin Futures: Make Way for a New Kind of Whale,2,https://www.coindesk.com/bitcoin-futures-make-way-new-kind-whale/
12/5/17,"One Marshmallow Now, or Two Bitcoins in 15 Minutes?",2,https://www.coindesk.com/one-marshmallow-now-bitcoin-15-minutes/
12/4/17,CBOE to Begin Bitcoin Futures Trading December 10,2,https://www.coindesk.com/cboe-begin-bitcoin-futures-trading-december-10/
12/4/17,Bitcoin Spin-Offs Caught in a Bull-Bear Tug Of War,0,https://www.coindesk.com/bitcoin-spin-offs-caught-in-a-bull-bear-tug-of-war/
12/4/17,"Closing China's Bitcoin Exchanges Was the Right Move, Says PBoC Official",1,https://www.coindesk.com/closing-cryptocurrency-exchanges-was-the-right-move-says-pboc-official/
12/4/17,Looking Heavy? Bitcoin Eyes Correction After New High,-2,https://www.coindesk.com/looking-heavy-bitcoin-price-eyes-correction-after-new-record-high/
12/3/17,Bitcoin Breakout: Price Spikes $500 in One Hour to Top $11.5k,2,https://www.coindesk.com/bitcoin-breakout-price-spikes-500-one-hour-top-11-5k/
12/1/17,Sidechains Project Pushes Ahead with Bitcoin BIP Submission,-2,https://www.coindesk.com/sidechains-project-pushes-ahead-bitcoin-bip-submission/
12/1/17,There's More Than One Way to Be Bitcoin Rich,1,https://www.coindesk.com/theres-one-way-bitcoin-rich/
12/1/17,"Invest in Bitcoin 'At Your Own Risk,' Warns French Central Bank",-2,https://www.coindesk.com/invest-in-bitcoin-at-your-own-risk-warns-french-central-bank/
12/1/17,"Bitcoin Price Above $10,500 on US Futures Listings",2,https://www.coindesk.com/bitcoin-price-pushes-above-10500-on-u-s-futures-listings/
12/1/17,"CME, CBOE to Begin Bitcoin Futures Trading",2,https://www.coindesk.com/cme-begin-trading-bitcoin-futures-december-18/
12/1/17,"Bitcoin Not Legal Tender in India, Finance Minister Says",-2,https://www.coindesk.com/bitcoin-not-legal-tender-in-india-finance-minister-says/
12/1/17,Bitcoin Claws Back to $10k: Can Bulls Turn the Tide?,2,https://www.coindesk.com/bitcoin-claws-back-10k-can-bulls-turn-tide/
12/1/17,"Bitcoin Too Volatile for Goldman Sachs, Says CEO",-2,https://www.coindesk.com/bitcoin-too-volatile-for-goldman-sachs-says-ceo/
12/1/17,"Bitcoin 'Seems Like a Bubble', Says Billionaire Investor Carl Icahn",-2,https://www.coindesk.com/bitcoin-seems-like-a-bubble-says-billionaire-investor-carl-icahn/
12/1/17,Bitcoin Is an Emerging Systemic Risk,-2,https://www.coindesk.com/bitcoin-emerging-systemic-risk/
11/30/17,ECB's Yves Mersch: Banks Need Faster Payments to Counter Bitcoin,2,https://www.coindesk.com/ecbs-yves-mersch-banks-need-faster-payments-to-counter-bitcoin/
11/30/17,PwC's Hong Kong Office Accepts Bitcoin Payment,2,https://www.coindesk.com/accountancy-giant-pwc-accepts-first-bitcoin-payment/
11/30/17,Topped Out? Bitcoin Flirts with Bearish Reversal,-1,https://www.coindesk.com/topped-out-bitcoin-flirts-with-short-term-bearish-reversal/
11/30/17,"Investors Taking a Risk Buying Bitcoin, Says ECB Vice President",-2,https://www.coindesk.com/investors-taking-a-risk-buying-bitcoin-says-ecb-vice-president/
11/29/17,"Bitcoin Price Falls $1,000 in Minutes to Drop Below $10k",-2,https://www.coindesk.com/bitcoin-price-falls-1000-minutes-erase-24-hour-gains/
11/29/17,"Bitcoin 'Ought to Be Outlawed,' Economist Joseph Stiglitz Says",-2,https://www.coindesk.com/bitcoin-outlawed-economist-joseph-stiglitz-says/
11/29/17,China State TV: OTC Bitcoin Platforms May Violate Law,-2,https://www.coindesk.com/china-state-tv-otc-bitcoin-platforms-may-violate-regulation/
11/29/17,"Bitcoin Price on Shaky Ground After 1,000% Gains",-2,https://www.coindesk.com/overstretched-bitcoin-price-shaky-ground-1000-gains/
11/29/17,Credit for Cryptos: Leverage Trading Is Coming to Bitcoin,2,https://www.coindesk.com/credit-cryptos-better-worse-leverage-trading-arriving/
11/29/17,It's Official: Bitcoin's Price Makes History Passing $10k,2,https://www.coindesk.com/10000-bitcoins-price-makes-history/
11/28/17,Bitcoin Wallet App Abra Adds Support For Ethereum,-1,https://www.coindesk.com/bitcoin-wallet-app-abra-announces-ethereum-integration/
11/28/17,Japan's BitFlyer Launches Bitcoin Exchange in US Market,2,https://www.coindesk.com/japans-bitflyer-launches-bitcoin-exchange-us-market/
11/28/17,Early Bitcoin Buyers Talk Bubbles at Consensus: Invest,1,https://www.coindesk.com/early-bitcoin-buyers-talk-bubbles-and-origin-stories-at-consensus-invest/
11/28/17,"As Bitcoin Prices Soar, Forked Rivals Face Different Paths",2,https://www.coindesk.com/as-bitcoin-prices-soar-forked-rivals-face-different-paths/
11/28/17,"Falling Dominoes? $10,000 Bitcoin Price Now Looks Inevitable",-2,https://www.coindesk.com/falling-dominoes-10000-bitcoin-price-now-looks-inevitable/
11/28/17,CoinDesk Releases Q3 Bitcoin and Blockchain Industry Report,0,https://www.coindesk.com/coindesk-state-of-blockchain-q3-2017/
11/28/17,"To the Moon? Time to Grow Up, Bitcoin",-1,https://www.coindesk.com/moon-time-grow-bitcoin/
11/27/17,"As Price Eyes $10k, Bitcoin Faces Mainstream Moment",2,https://www.coindesk.com/price-eyes-10000-bitcoin-faces-mainstream-moment/
11/27/17,Bitcoin Price Rally Has Been 'Amazing' Says Nuveen's Bob Doll,2,https://www.coindesk.com/nuveen-bitcoin-rally-amazing-speculation/
11/27/17,"Bitcoin Price Tops $10,000 on Korean Exchanges",2,https://www.coindesk.com/bitcoin-price-tops-10000-korean-exchanges/
11/27/17,A Crypto Crystal Ball? What If Traders Settled Bitcoin Forks,0,https://www.coindesk.com/a-crypto-crystal-ball-what-if-traders-settled-bitcoin-forks/
11/27/17,"$10,000 Today? Bitcoin Price Looks Primed to Break Barrier",2,https://www.coindesk.com/10000-and-beyond-bitcoin-price-eyes-new-record-highs/
11/27/17,"Iran's Cyberspace Authority Says It Welcomes Bitcoin, If Regulated",1,https://www.coindesk.com/irans-cyberspace-authority-says-it-welcomes-bitcoin-if-regulated/
11/27/17,$300 Billion: Bitcoin Price Boosts Crypto Market Value to Record High,2,https://www.coindesk.com/300-billion-bitcoin-price-boosts-crypto-market-value-record-high/
11/26/17,"Bitcoin Price Tops $9,000 in Historic First",2,https://www.coindesk.com/bitcoin-price-passes-9000-first-time-ever/
11/25/17,"Bitcoin, Ether Prices Surge to Fresh All-Time Highs",2,https://www.coindesk.com/bitcoin-ether-prices-surge-fresh-time-highs/
11/24/17,Online Bank Swissquote Launches Bitcoin Exchange-Traded Product,2,https://www.coindesk.com/online-bank-swissquote-launches-bitcoin-exchange-traded-product/
11/24/17,Holding Strong: Failed Price Breakdown a Boon for Bitcoin Bulls?,2,https://www.coindesk.com/holding-strong-failed-breakdown-a-boon-for-the-bitcoin-bulls/
11/24/17,Swiss Central Banker: Bitcoin 'More Investment Than Currency',2,https://www.coindesk.com/swiss-central-banker-bitcoin-is-more-investment-than-currency/
11/23/17,South Korean Finance Watchdog Has 'No Plans' to Regulate Bitcoin Trading,1,https://www.coindesk.com/south-korean-finance-watchdog-has-no-plans-to-regulate-bitcoin-trading/
11/23/17,Thanksgiving Lull? Bitcoin Trades Sideways But Rally May Continue,1,https://www.coindesk.com/thanksgiving-lull-bitcoin-trades-sideways-but-rally-may-continue/
11/22/17,"Baseball Great Jose Canseco Predicts $10,000 Bitcoin By 2018",2,https://www.coindesk.com/jose-canseco-twitter-bitcoin-satoshi/
11/22/17,Asset Manager Launches Europe's First Bitcoin Mutual Fund,2,https://www.coindesk.com/asset-manager-launches-europes-first-bitcoin-mutual-fund/
11/22/17,"Bitcoin Is 'Not Actually Legal,' Says Zimbabwe Central Bank Chief",-2,https://www.coindesk.com/bitcoin-is-not-allowed-says-zimbabwe-central-bank-chief/
11/22/17,"Mike Novogratz Doubles Down on $10,000 Bitcoin",2,https://www.coindesk.com/mike-novogratz-doubles-down-on-10000-bitcoin-prediction/
11/22/17,Philippine Regulators Eye New Rules for Bitcoin Exchanges and ICOs,2,https://www.coindesk.com/philippine-regulators-eye-new-rules-for-bitcoin-exchanges-and-icos/
11/22/17,Survey: CFOs Think Bitcoin Is 'Real' But Are Divided on Price,1,https://www.coindesk.com/survey-cfos-think-bitcoin-real-divided-price/
11/21/17,"Russia Will 'Never' Consider Bitcoin Legalization, Says Minister",-2,https://www.coindesk.com/russia-will-never-consider-bitcoin-legalization-says-minister/
11/21/17,"Lightning Can Scale Bitcoin, But Are Costs a Barrier?",-1,https://www.coindesk.com/will-bitcoins-lightning-network-used/
11/20/17,Bitcoin ATM Installations Draw Warning from Russian Prosecutors,-1,https://www.coindesk.com/bitcoin-atm-installations-draw-warning-russian-prosecutors/
11/20/17,CBOE Releases New Details on Bitcoin Futures Contracts,2,https://www.coindesk.com/cboe-releases-new-details-on-bitcoin-futures-contracts/
11/20/17,CME's Bitcoin Futures Likely to Start Trading December 11,2,https://www.coindesk.com/cmes-bitcoin-futures-likely-start-trading-december-11/
11/20/17,"$8,200: Bitcoin's Price Starts Week With New All-Time High",2,https://www.coindesk.com/8200-bitcoins-price-starts-week-new-time-high/
11/20/17,Rally Fatigue? Low Bitcoin Volumes Could Cap Upside,-2,https://www.coindesk.com/rally-fatigue-low-bitcoin-volumes-could-cap-upside/
11/20/17,"Survey: Institutional Traders Are Split on Bitcoin's Price, Wary of ICOs",-1,https://www.coindesk.com/survey-institutional-traders-split-bitcoins-price-wary-icos/
11/20/17,FUD on All Sides: In Defense of CME's Bitcoin Plan,2,https://www.coindesk.com/fud-sides-defense-cmes-bitcoin-futures-plan/
11/20/17,"Bitcoin's Price Climbs Above $8,000 to Hit New High",2,https://www.coindesk.com/bitcoins-price-climbs-8100-hit-new-time-high/
11/18/17,"First Long-Term LedgerX Bitcoin Option Pegs Price at $10,000",2,https://www.coindesk.com/first-long-term-ledgerx-bitcoin-option-pegs-price-10000-one-year/
11/17/17,Gox ICO? CEO Karpeles Floats Token Sale to Revive Bitcoin Exchange,2,https://www.coindesk.com/gox-ico-ceo-karpeles-floats-token-sale-revive-bitcoin-exchange/
11/17/17,UBS CIO: We Aren't Getting Involved With Bitcoin,-2,https://www.coindesk.com/ubs-cio-arent-getting-involved-bitcoin/
11/17/17,"No Fork, No Fire: Segwit2x Nodes Stall Running Abandoned Bitcoin Code",-2,https://www.coindesk.com/no-fork-no-fire-segwit2x-nodes-stall-running-abandoned-bitcoin-code/
11/17/17,"Up and Away? Bitcoin Price Eyes $8,000 Or Higher",2,https://www.coindesk.com/up-and-away-bitcoin-price-eyes-8000-or-higher/
11/17/17,Swiss Firms to Let Traders Short Bitcoin With New Futures Products,2,https://www.coindesk.com/swiss-firms-let-traders-short-bitcoin-new-futures-products/
11/16/17,"Bitcoin Nears $7,900 to Hit New All-Time High",2,https://www.coindesk.com/bitcoin-approaches-all-time-high-as-price-shrugs-off-sell-off/
11/16/17,Survey: Bitcoin Investors Won't Sell Until Price Nears $200k,2,https://www.coindesk.com/survey-plurality-of-bitcoin-users-think-it-can-change-world/
11/16/17,$100 Bitcoin? Japan Post Bank's CIO Blasts 'Bubble' Value,0,https://www.coindesk.com/100-bitcoin-japan-post-banks-cio-blasts-bubble-value/
11/16/17,'Is It Real?': Square CFO Speaks Out on Cash App Bitcoin Trial,0,https://www.coindesk.com/is-it-real-square-cfo-speaks-out-on-cash-app-bitcoin-trial/
11/16/17,"New Highs in Sight? Bitcoin Moves Back Above $7,500",2,https://www.coindesk.com/record-highs-sight-bitcoin-price-moves-back-7500/
11/16/17,Morgan Stanley CEO: Bitcoin Is 'By Definition Speculative',-1,https://www.coindesk.com/morgan-stanley-ceo-bitcoin-is-by-definition-speculative/
11/16/17,Lightning Only? Scaling Bitcoin Might Require A Whole 'Nother Layer,-1,https://www.coindesk.com/lightning-scaling-bitcoin-might-require-whole-nother-layer/
11/16/17,India's Supreme Court Prods Government on Bitcoin Regulation,1,https://www.coindesk.com/indias-supreme-court-calls-government-regulate-bitcoin/
11/15/17,Brokerage Chief: Bitcoin Futures Must Be Quarantined,-1,https://www.coindesk.com/brokerage-chief-bitcoin-futures-must-quarantined/
11/15/17,Alleged Bitcoin Launderer Faces Extradition Hearing Next Month,1,https://www.coindesk.com/alleged-bitcoin-launderer-faces-extradition-hearing-next-month/
11/15/17,"Turning Tide? Bitcoin Tops $7,000 As Price Pushes Up",2,https://www.coindesk.com/turning-tide-bitcoin-tests-7000-as-price-pushes-higher/
11/15/17,Square's Cash App Pilots Bitcoin Buying and Selling,2,https://www.coindesk.com/squares-cash-app-pilots-bitcoin-buying-and-selling/
11/15/17,UK Hedge Fund Man Group Mulls Bitcoin Futures Offering,2,https://www.coindesk.com/uk-hedge-fund-man-group-mulls-bitcoin-futures-offering/
11/15/17,"Bitcoin Bulletproofed: Wuille, Maxwell and More Propose Scalable Privacy Tech",2,https://www.coindesk.com/bitcoin-bulletproofed-wuille-maxwell-propose-scalable-privacy-tech/
11/14/17,Chinese Power Provider Denies Bitcoin Mining Ban,1,https://www.coindesk.com/state-owned-power-provider-denies-chinese-bitcoin-mining-ban-rumors/
11/14/17,Bottom in Place? Bitcoin's Price Needs to Consolidate,-1,https://www.coindesk.com/bottom-in-place-bitcoins-price-needs-to-consolidate-gains/
11/14/17,"I'll Give You My Bitcoin When You Pry It From My Cold, Dead Hands",2,https://www.coindesk.com/bitcoin-from-my-cold-dead-hands/
11/14/17,Iranian Central Banker: 'Risky' Bitcoin Requires Review,-2,https://www.coindesk.com/iran-central-bank-director-policy-review-needed-risky-bitcoin-market/
11/13/17,CME CEO: Bitcoin Futures Could Begin Trading As Soon As December,2,https://www.coindesk.com/cme-ceo-bitcoin-futures-begin-trading-soon-december/
11/13/17,Ex-CFTC Commissioner Bart Chilton: Bitcoin Isn't a Scam,2,https://www.coindesk.com/ex-cftc-commissioner-bart-chilton-bitcoin-isnt-a-scam/
11/13/17,"Recovery In Doubt? Bitcoin Price May Not Sustain Above $6,500",-2,https://www.coindesk.com/recovery-in-doubt-bitcoin-price-may-not-sustain-rebound-above-6500/
11/12/17,Flimsy Floor? Bitcoin Charts Suggest Price Decline In Play,-2,https://www.coindesk.com/bitcoin-price-drops-6000-will-find-floor/
11/11/17,Pipe Dreams: Bitcoin Won't Solve Pot Industry's Banking Problem,-2,https://www.coindesk.com/pipe-dreams-bitcoin-wont-solve-pot-industrys-banking-problem/
11/10/17,"Bitcoin Price Decline Continues As Markets Drop Below $6,500",-2,https://www.coindesk.com/bitcoin-price-decline-continues-markets-drop-6500/
11/10/17,"Bitcoin Isn't 'Too Expensive,' Says BTCC Boss Bobby Lee",2,https://www.coindesk.com/bitcoin-isnt-expensive-says-btcc-boss-bobby-lee/
11/10/17,"Bull Grip Weakens As Bitcoin Price Breaks Below $7,000",-2,https://www.coindesk.com/bull-grip-weakens-bitcoin-price-breaks-7000/
11/10/17,US Treasury Secretary: We're Looking 'Carefully' at Illicit Uses of Bitcoin,-1,https://www.coindesk.com/us-treasury-secretary-were-looking-carefully-at-illicit-uses-of-bitcoin/
11/10/17,Bitcoin Classic Team to Cease Code Support In Wake of 2x Suspension,-2,https://www.coindesk.com/bitcoin-classic-announces-closure-in-wake-of-segwit2x-suspension/
11/9/17,More Charges Filed Against Trader Who Used Bitcoin to Conceal Fraud,1,https://www.coindesk.com/day-trader-formally-indicted-for-laundering-with-bitcoin/
11/9/17,'Segwit2x Rally' Unwinds? Bitcoin Looks Heavy As Fork Boost Fades,-2,https://www.coindesk.com/segwit2x-rally-unwinds-bitcoin-looks-heavy-fork-boost-fades/
11/9/17,Citigroup CEO: Bitcoin Threat Will Give Rise to State Cryptocurrencies,-2,https://www.coindesk.com/citigroup-ceo-bitcoin-threat-will-give-rise-to-state-cryptocurrencies/
11/9/17,Canadian Police Issue Warning Over Bitcoin Tax Scam,-2,https://www.coindesk.com/canadian-police-issue-warning-over-bitcoin-tax-scam/
11/8/17,Relief and Disbelief: Bitcoin Reacts to Sudden '2x' Suspension,1,https://www.coindesk.com/relief-disbelief-bitcoin-reacts-sudden-2x-suspension/
11/8/17,"Where to, Bitcoin? Price Sees $1,000 Spread As '2x' Averted",2,https://www.coindesk.com/bitcoin-price-sees-1000-spread-2x-averted/
11/8/17,'Dr. Doom' Roubini Joins Wall Street Chorus Calling Bitcoin a Bubble,-2,https://www.coindesk.com/dr-doom-roubini-joins-wall-street-chorus-calling-bitcoin-bubble/
11/8/17,2x Called Off: Bitcoin Hard Fork Suspended for Lack of Consensus,-2,https://www.coindesk.com/2x-called-off-bitcoin-hard-fork-suspended-lack-consensus/
11/8/17,"$7,500 and Rising: Bitcoin Price Looks Ready to Challenge Records",2,https://www.coindesk.com/7500-rising-bitcoin-price-looks-ready-challenge-records/
11/8/17,Secret Service Agent Gets Extra Jail Time Over Theft of Silk Road Bitcoin,-2,https://www.coindesk.com/secret-service-agent-gets-extra-jail-time-over-theft-of-silk-road-bitcoin/
11/8/17,CBOE President: Bitcoin ETFs Will Follow Futures Products,1,https://www.coindesk.com/cboe-president-bitcoin-etfs-will-follow-futures-products/
11/7/17,CME Group's Leo Melamed: We'll 'Tame' Bitcoin,1,https://www.coindesk.com/cme-groups-leo-melamed-well-tame-bitcoin/
11/7/17,"Short-Lived Rebound? Bitcoin Struggles to Retake $7,200",-2,https://www.coindesk.com/short-lived-rebound-bitcoin-struggles-to-retake-7200/
11/6/17,"$8,000? Goldman Sachs Analysts See Possible Bitcoin Price Jump",2,https://www.coindesk.com/8000-goldman-sachs-analysts-see-possible-bitcoin-price-jump/
11/6/17,"Bitcoin's Price Slips Below $7,000",-2,https://www.coindesk.com/bitcoins-price-slips-7000/
11/6/17,Bitcoin Price Fades After Spike to New Record High,-2,https://www.coindesk.com/bitcoin-price-fades-after-spike-to-new-record-high/
11/6/17,Bitcoin Startup RSK to Launch Smart Contracts Sidechain in 2017,2,https://www.coindesk.com/bitcoin-startup-rsk-launch-smart-contracts-sidechain-2017/
11/6/17,Price of Success? Bitcoin Faces New Pressure in a Multi-Coin World,-1,https://www.coindesk.com/price-success-bitcoin-pressure-multi-blockchain-world/
11/6/17,UBS Chief Economist Compares Bitcoin to Tulip Mania,-2,https://www.coindesk.com/ubs-economist-compares-bitcoin-to-tulip-mania/
11/5/17,Hold the Fork: No 2x But Everything Else Goes at Scaling Bitcoin Event,-1,https://www.coindesk.com/hold-fork-no-2x-everything-else-goes-scaling-bitcoin-event/
11/5/17,Vatican Address to Highlight Bitcoin Use in Slave Trade,-2,https://www.coindesk.com/vatican-address-highlight-bitcoin-use-human-slave-trade/
11/3/17,China's Bitcoin Exchanges Are Shifting Business Models,0,https://www.coindesk.com/chinas-bitcoin-exchanges-shift-p2p-model-domestic-crackdown/
11/3/17,Bitcoin Price: First Signs of a Tired Bull?,-2,https://www.coindesk.com/bitcoin-price-first-signs-of-a-tired-bull/
11/3/17,Argentinian Futures Exchange Eyes Bitcoin Offering,1,https://www.coindesk.com/argentinian-futures-exchange-eyes-bitcoin-offering/
11/3/17,Bitcoin Price Sets New Record As Cryptocurrency Market Tops $200 Billion,2,https://www.coindesk.com/bitcoin-price-sets-new-record-as-cryptocurrency-market-tops-200-billion/
11/3/17,Goldman Sachs CEO Lloyd Blankfein: I'm Open to Bitcoin,2,https://www.coindesk.com/goldman-sachs-ceo-lloyd-blankfein-im-open-to-bitcoin/
11/3/17,Finance Bigwig Mohamed El-Erian Says Bitcoin Is a Commodity,1,https://www.coindesk.com/allianz-chief-economic-advisor-says-bitcoin-is-a-commodity/
11/2/17,Credit Suisse CEO: Bitcoin the 'Very Definition of a Bubble',-2,https://www.coindesk.com/credit-suisse-ceo-bitcoin-definition-bubble/
11/2/17,Short-Term Top? Bitcoin Price Seeks Direction on Choppy Charts,1,https://www.coindesk.com/short-term-top-bitcoin-price-seeks-direction-on-choppy-charts/
11/2/17,Bitcoin Payroll Startup Bitwage Adds 18 New Currencies,0,https://www.coindesk.com/bitcoin-payroll-startup-bitwage-adds-18-new-currencies/
11/2/17,Free Market Forks? Bitcoin Startups Love the Idea But Brace for Reality,-1,https://www.coindesk.com/free-market-forks-bitcoin-startups-love-idea-brace-reality/
11/2/17,"Bitcoin Sets New Record as Price Tops $7,000",2,https://www.coindesk.com/bitcoin-price-gains-continue-with-record-high-just-shy-of-7000/
11/2/17,Bitcoin Exchange Bribery Case Ends With 5-Year Jail Sentence,-1,https://www.coindesk.com/bitcoin-exchange-bribery-case-ends-5-year-jail-sentence/
11/1/17,"Bitcoin's Price Climbs Above $6,600 to Reach New Market High",2,https://www.coindesk.com/bitcoins-price-climbs-6600-reach-new-market-high/
11/1/17,Split or No Split? Bitcoin Miners See No Certainty in Segwit2x Fork,-1,https://www.coindesk.com/split-no-split-bitcoin-miners-see-no-certainty-segwit2x-fork/
11/1/17,"Bright Futures: Bitcoin Climbs on CME News, But Is $7,000 in Sight?",1,https://www.coindesk.com/bright-futures-bitcoin-climbs-cme-news-can-gains-continue/
11/1/17,A More User-Friendly Bitcoin Market? OpenBazaar Version 2.0 Is Here,2,https://www.coindesk.com/user-friendly-bitcoin-market-openbazaar-version-2-0/
11/1/17,Bitcoin 'Battle'? Core Developers Apathetic as Segwit2x Fork Approaches,-2,https://www.coindesk.com/bitcoin-battle-developers-apathetic-segwit2x-fork-approaches/
11/1/17,"Bitcoin Price Hits New High Above $6,500",2,https://www.coindesk.com/bitcoin-price-surges-to-new-high-of-over-6500/
11/1/17,Understanding Segwit2x: Why Bitcoin's Next Fork Might Not Mean Free Money,-2,https://www.coindesk.com/understanding-segwit2x-bitcoins-next-fork-might-different/
10/31/17,SEC Alleges Day Trader Used Bitcoin to Hide Fraud Profits,-2,https://www.coindesk.com/sec-alleges-day-trader-used-bitcoin-hide-fraud-profits/
10/31/17,Vietnam's Central Bank Announces Ban on Bitcoin Payments,-2,https://www.coindesk.com/vietnams-central-bank-announces-ban-on-bitcoin-payments/
10/31/17,"Bitcoin's Price Climbs Above $6,400 to Hit All-Time High",2,https://www.coindesk.com/bitcoins-price-climbs-6300-hit-time-high/
10/31/17,Derivatives Giant CME Group to Launch Bitcoin Futures Contract,2,https://www.coindesk.com/cme-group-plans-launch-bitcoin-futures-contract/
10/30/17,Meet Earn.com: 21 Rebrands Social Network In Shift Away from Bitcoin,-2,https://www.coindesk.com/meet-earn-com-21-rebrands-social-network-shift-away-bitcoin/
10/30/17,Bitcoin or Bitcoin2x? News & Guides to Navigate November's Fork,0,https://www.coindesk.com/bitcoin-bitcoin2x-news-guides-navigate-novembers-fork/
10/30/17,Arkansas Sheriff's Office Mines Bitcoin to Fuel Dark Web Investigations,1,https://www.coindesk.com/arkansas-sheriffs-office-mines-bitcoin-fuel-dark-web-investigations/
10/30/17,Making Noise: Bitcoin Price Looks Higher as Global Volumes Grow,2,https://www.coindesk.com/making-noise-bitcoin-price-push-higher-global-volumes-grow/
10/30/17,Politician Ron Paul: US Government Should 'Stay Out' of Bitcoin,2,https://www.coindesk.com/former-congressman-ron-paul-i-dont-consider-bitcoin-money/
